HGNC symbol	EntrezGene ID
RERG	85004
SRSF5	6430
EPS8	2059
ATF2	1386
ACOT13	55856
UBE3A	7337
FRG2B	441581
TMEM87A	25963
ZNF169	169841
IRF2	3660
FOS	2353
KIF18A	81930
SLC2A14	144195
C6orf62	81688
NPM2	10361
KCNH3	23416
NKX2-1-AS1	100506237
IL3	3562
RHAG	6005
ZFAND3	60685
REXO2	25996
SLC9B2	133308
DDX4	54514
MLF1IP	79682
KAT8	84148
RBM24	221662
DNAH11	8701
STK17A	9263
LSM1	27257
SCARNA9	619383
SCARNA9	100158262
CUTA	51596
POM121L8P	
LINC00281	642633
LINC00281	26080
ZNF860	344787
AFF1	4299
UBAC1	10422
STAG1	10274
ATP10A	57194
BAG4	9530
FAM131A	131408
ASL	435
ADM	133
MAST4	375449
HBA1	3040
HBA1	3039
FGF17	8822
ARL8B	55207
GPD1L	23171
TMC5	79838
FAM22F	54754
DDHD2	23259
CWC15	
SH3GLB2	56904
TARSL2	123283
ANAPC16	119504
ANKHD1-EIF4EBP3	404734
ANKHD1-EIF4EBP3	54882
EPB49	2039
SMEK3P	139420
FGF10	2255
SRSF8	
APOPT1	84334
MCRS1	10445
CLCN2	1181
TMEM164	84187
IDI2-AS1	55853
CSF2	1437
C12orf43	64897
FAM24B	196792
MCC	4163
C10orf82	143379
GMNN	51053
DDIT4	54541
C7orf44	55744
CCP110	9738
PLEKHA8	84725
PNLIP	5406
MRPS30	10884
GANC	2595
HIATL1	84641
GHITM	27069
DOLK	22845
DNAJB12	54788
TMEM191C	
METTL15	196074
SWAP70	23075
RAPGEF5	9771
HBQ1	3049
TRIM34	445372
TRIM34	53840
NDST2	8509
FAM24A	118670
EFHD2	79180
EIF1B	10289
GNAS-AS1	149775
GABRB3	2562
C10orf88	80007
CTRC	11330
NUP188	23511
CDX1	1044
ATXN2L	11273
CHTF18	63922
COL17A1	1308
PGPEP1L	145814
LUC7L	55692
ATP8B5P	158381
HSPA12A	259217
AMMECR1	9949
CELA2A	63036
PI4KAP2	
SMAD5	4090
SLC6A7	6534
PPAPDC1B	84513
HCN1	348980
PRSS8	5652
P4HA2	8974
CAP2	10486
ATP5G3	518
LINC00221	338005
TH1L	51497
PSTK	118672
ENTPD3	956
SPANXA2-OT1	619455
JDP2	122953
SNN	8303
CELA2B	51032
PTPRO	5800
CAPN3	825
CAMK2A	815
TXNDC11	51061
SYNM	23336
BTD	686
FAM65B	9750
LINC00200	399706
ENO4	387712
NEFL	
ADARB2-AS1	642394
KIAA1715	80856
CMTM8	152189
EMB	133418
BHLHE41	79365
EIF4EBP3	8637
GABRA5	2558
CCDC19	25790
AMPD3	272
C7orf41	222166
ARFGAP2	84364
NACC2	138151
MICU1	10367
KLF13	51621
XRCC3	7517
FBP2	8789
BTBD9	114781
TAGLN2	8407
CRISP2	7180
PRAMEL	649179
OTUD7A	161725
IGSF9	57549
FBP1	2203
SSPN	8082
GABRG3	2567
CMTM7	112616
CASP9	842
EDEM1	9695
TMEFF1	8577
PNLIPRP1	5407
SRA1	10011
RPS21	6227
CTSZ	1522
TTC23	64927
TAMM41	132001
BATF	10538
ENDOV	284131
ENDOV	100507440
ZNRF2	223082
PRSS36	146547
KCNA4	3739
ENG	2022
RECQL4	
FAM160B2	64760
C9orf69	90120
C8orf58	541565
TIGD2	166815
FSHB	2488
TRPC7	57113
ACSL1	2180
POLR2H	5437
PSEN1	5663
DPH3P1	
MUC19	283463
MUC19	100506072
CASP3	836
RGAG1	57529
CHRNA7	89832
CHRNA7	1139
RPL14	9045
WHSC1L1	54904
KLHL8	57563
OCA2	4948
HS3ST2	9956
SLAMF9	89886
KCNJ11	3767
FLVCR2	55640
PIGM	93183
KCNJ10	3766
FAM198B	51313
IKZF5	64376
KCNJ9	3765
SLC10A1	6554
MMP12	
IGSF8	93185
TUBB1	81027
OCM	654231
CABLES2	81928
ATP5E	514
TRIM6-TRIM34	445372
TRIM6-TRIM34	53840
ANKRD28	23243
EVX2	344191
IL13RA1	3597
KIAA1598	57698
CHRDL1	91851
SBF2	81846
HOXD13	3239
SYNGAP1	8831
ATP1A2	477
KIAA1967	57805
MURC	347273
HOXD12	3238
APBB3	10307
SLMO2	51012
LINC00029	
BDH2	56898
ARSI	340075
HOXD11	3237
HAR1B	768097
HAR1A	768096
PRPF40B	25766
HOXD10	3236
LINC00176	284739
HERC2	100653292
HERC2	8924
CCZ1	221960
CCZ1	51622
DNAJC16	23341
PARP8	79668
CAMK2G	818
NPTX1	4884
LETM2	137994
STRAP	100653013
STRAP	100653179
STRAP	11171
RPTOR	57521
GLO1	2739
C20orf151	140893
ZNF619	285267
TMEM144	55314
THPO	7066
NOL12	
ZNF831	128611
CCDC111	201973
LHX3	8022
NUDT18	79873
ZFP106	64397
HOXD9	3235
TCOF1	6949
EDN3	1908
CRISP3	10321
HOXD8	3234
CXorf51B	
CMTM6	54918
CDCA7L	55536
HR	55806
CHRD	8646
TRIM5	85363
ATP1A4	480
C11orf46	120534
BLVRA	644
SLCO4A1	28231
FGFR1	2260
SMARCA5-AS1	100128055
CHMP6	79643
CXorf51A	
GPRIN3	285513
OR4F6	390648
OR4F15	390649
DYNC1LI1	51143
SMOC1	64093
PHACTR3	116154
TSSK1B	83942
SNCA	6622
FUS	2521
CASQ1	844
SLC2A3	6515
ARHGAP11A	9824
VGLL4	9686
MPPED2	744
HOXD3	3232
OR4F4	26682
C10orf99	387695
YTHDC2	64848
HOXD4	3233
BAIAP2	10458
NOL8	55035
GUSBP5	441046
AGMAT	79814
IL31RA	133396
BIN3	55909
C16orf62	57020
REEP4	80346
HOXD1	3231
CDHR1	92211
DNAH8	1769
MRPS24	64951
MTX2	10651
TPST1	8460
PGK2	5232
C9orf3	84909
C9orf3	100507319
ZC3H7A	29066
RAB33A	9363
CRISP1	167
DDI2	84301
DDI2	6248
FBXW4P1	26226
NTSR1	4923
KCTD7	154881
KCTD7	27342
ZNF280C	55609
CES5AP1	
C20orf20	55257
GOLGA8F	
SCG5	6447
HNRNPA3	220988
ZNF620	253639
PEA15	8682
FAM8A1	51439
BAAT	570
SNAP23	8773
STEAP1B	256227
RPS18	6222
OGFR	11054
MCU	90550
DCDC5	100506627
DCAF8	50717
ZDHHC8P1	150244
ZNF621	285268
GRM7	2917
FAM73B	84895
RSC1A1	6248
SYCP2	10388
PLEKHM2	23207
NUP153	9972
TTLL5	23093
LRRC57	255252
GREM1	26585
PACSIN3	29763
CMAHP	
B3GALT4	8705
WDR46	9277
HAUS2	55142
HSD17B13	345275
COL9A3	1299
ZFYVE21	79038
STARD9	57519
AATK	9625
NFE2L2	4780
SLC8A3	6547
HERC2P3	283755
RSPH10B	222967
LGI3	203190
CDAN1	146059
IL6	3569
GUSBP11	91316
PEX19	5824
SLC25A34	284723
MRPL50	54534
PAK3	5063
SYN2	6854
FMN1	342184
FMN1	100653168
FMN1	100652815
LRIT2	340745
URGCP	55665
MMRN1	22915
TMEM82	388595
GNG13	51764
GOLGA8G	283768
TTBK2	146057
ZBTB9	221504
EPHB3	2049
ZNF189	7743
ZCCHC12	170261
AZI1	22994
EGR3	1960
BAK1	578
LRIT1	26103
LRRC16A	55604
PRR25	388199
FBLIM1	54751
OIT3	170392
BUB1	699
PFDN6	10471
C8orf86	389649
LMF1	64788
FOXJ2	55810
DERA	51071
PEBP4	157310
RGL2	5863
RHOBTB2	23221
TACC1	6867
LRRC28	123355
SFR1	119392
POTEE	
GLP1R	2740
DEFB133	403339
DEFB114	245928
MAGEF1	64110
IL6ST	3572
SFTPC	6440
RXFP1	59350
COPA	1314
CNOT10	25904
VPS8	100505729
VPS8	23355
MAGEA5	
GUSBP10	
TTLL7	79739
RYR3	6263
TMED10P1	
PDLIM4	8572
RGR	5995
HSD17B11	51170
FAM55A	120400
TAPBP	6892
PANK4	55229
GSTTP1	
TOMM7	54543
OASL	8638
PLA2G12B	84647
ALDOB	229
BMP1	649
C8orf75	619351
CSAG3	
NCSTN	23385
LONRF3	79836
NUDT9	53343
KCNN2	3781
C2	717
UBR1	197131
SLC15A5	729025
NCK1	4690
FMNL2	114793
SLC25A14	9016
DEFB113	245927
VAX1	11023
PPP1R13B	23368
DCDC1	341019
FAM126A	84668
SERHL	94009
FAM190A	401145
KIF13A	63971
DNLZ	728489
FAM55D	54827
DEFB110	245913
TNFRSF10B	8795
CARD9	64170
AGPS	8540
MTRNR2L8	100462981
MTRNR2L8	100463486
P2RX7	5027
MGST1	4257
POTEKP	440915
WDR96	80217
HES5	388585
ITFG3	83986
C17orf56	146705
DEFB112	245915
PRPF40A	55660
SLC5A10	125206
RNF141	50862
DNAJC24	120526
EPB42	2038
KCNK5	8645
CSAG2	
GSTTP2	653399
PPP1R3D	5509
CENPE	1062
DOLPP1	57171
GGNBP1	
C17orf89	284184
P4HA1	5033
SPEN	23013
CDH26	60437
TRIM22	10346
TCFL5	100132911
TCFL5	10732
SLC38A10	124565
PLEKHA2	59339
YTHDF3	
FAM55B	120406
KCNK18	338567
KCNK17	89822
POM121L9P	29774
DIDO1	11083
TTC30B	150737
ZBTB12	221527
TTC30A	92104
SLC18A2	6571
HTRA4	203100
CADM1	23705
CFB	629
NHLH1	4807
GOLGA8C	729786
TNFRSF14	8764
TM2D2	83877
VANGL2	57216
ITPR3	3710
PDE11A	50940
BCRP3	
COX16	51241
SLC22A4	6583
SLAMF6	114836
PAPLN	89932
APBA2	321
UBXN8	
TMEM62	80021
C9orf125	84302
LYVE1	10894
TMEM105	284186
FAM190B	54462
HELT	391723
TNFRSF10C	8794
PRDM10	56980
BAHCC1	57597
SPARCL1	8404
ADAM9	8754
C20orf197	284756
KCNK16	83795
POM121L10P	266697
POM121L10P	646074
POM121L10P	100653171
CDH4	1002
CD84	8832
RNF20	56254
TIMP4	7079
AVEN	57099
KIAA1210	57481
CAPN6	827
TNFRSF10D	8793
PGRMC1	10857
ACTG1	71
CCNDBP1	23582
ZBTB17	7709
MRVI1	10335
SYNJ2BP	100529257
SYNJ2BP	55333
CHRM5	1133
NBEAP1	
IGLL3P	
PRKCI	5584
CRYBB2P1	1416
C3AR1	719
GRID2	2895
MEF2A	4205
C15orf24	56851
CD180	4064
RDBP	100302242
RDBP	7936
FAM189A1	23359
AK1	203
TNFRSF10A	8797
TAF4	100302168
TAF4	6874
PIK3R1	5295
ADAM21	8747
ADAM20	8748
C20orf11	54994
SLC25A43	203427
MED6	10001
SKIL	6498
NDNL2	56160
CLEC4A	50856
PGBD4	161779
RABGEF1	27342
TJP1	7082
C15orf29	79768
FANCC	2176
LINC00238	440184
NUDT13	25961
TRIM36	55521
UQCRQ	27089
SCGN	10590
ADAM32	203102
IQSEC1	9922
CHMP7	91782
RBM45	129831
DCX	1641
MIR1587	100616251
SLC22A5	6584
SKIV2L	6499
LMCD1	29995
GRID1	2894
RGS10	6001
C3orf70	285382
PLEKHA8P1	51054
ACAT1	38
PHYHIP	9796
RBP2	5948
CLDN11	5010
ANKRD55	79722
EHHADH	1962
SLC25A4	291
FNBP1	23048
SLC17A9	63910
ISL1	3670
RSL1D1	26156
SLAMF1	6504
ZFP92	
TFAP2D	83741
LSM14B	149986
LINC00277	283673
IL1RN	3557
PDZD8	118987
FAM186B	84070
LYG1	129530
HIST1H2AA	221613
C1orf64	149563
HIST1H2BA	255626
APLP2	334
ADAM18	8749
SOX8	30812
SLC25A5	292
CD48	962
KLHL7	55975
UBE2D4	51619
HSPB7	27129
TXNDC9	10190
LYSMD4	145748
SSTR5	6755
RBP1	5947
SLAMF7	57823
ACOXL	55289
TACR3	6870
SLC17A4	10050
CTNNB1	1499
DSPP	1834
TFEB	7942
MLXIP	22877
C1QTNF8	390664
ALG13	79868
POLR3D	661
GRIN3A	116443
BHLHE23	128408
CNTN1	1272
OSBPL6	114880
R3HCC1	203069
PTPRN2	5799
PMS2	5395
LY9	4063
CXXC4	80319
CXADRP2	646243
IL20RB	53833
ATOH1	474
WAPAL	23063
MIAT	440823
TGM5	9333
NCF1C	654817
SLCO1C1	53919
SMARCAD1	56916
YTHDF1	54915
SOX14	8403
TGM7	116179
ZNF705A	440077
ZNF705A	100131539
TFAP2B	7021
FMNL3	91010
PSMA7	5688
CLDN18	51208
CD244	51744
NMNAT3	349565
LCMT2	9836
NPAT	4863
LMO3	55885
ADAL	161823
LEAP2	116842
TMEM85	51234
FAM90A1	55138
DOM3Z	1797
MAP3K13	9175
C14orf2	9556
TIAL1	7073
ADAM2	2515
PIWIL2	55124
FSCN2	25794
EIF5B	9669
BCL2L11	10018
IMMP1L	196294
TTC9	23508
BIRC7	79444
DSCAML1	57453
PTCH1	5727
ECD	11319
C17orf70	80233
HCG27	253018
C3orf32	51066
CACNA1H	8912
NKAIN4	128414
C7orf42	55069
ZSCAN29	146050
CLCNKA	1187
GOLGA8J	653073
PKHD1	5314
ITLN1	55600
NCAPG2	54892
STK19	8859
DZIP1L	199221
AFF4	27125
ITGA1	3672
LOXL2	4017
TUBGCP4	27229
PSD4	23550
NPLOC4	55666
PGGT1B	5229
P2RX4	5025
RPL23AP64	649946
C11orf2	738
SLC37A4	
ST6GALNAC6	30815
SS18L1	26039
IDO1	3620
SLC12A6	9990
GTF2IP1	
PPP3R2	5535
DDB2	1643
IDO2	169355
TET2	54790
LRRC43	254050
CHRFAM7A	89832
MAP3K9	4293
ACSM3	6296
ITLN2	142683
C4B	721
SNAPC4	6621
F11R	50848
PYCARD	29108
TP53BP1	7158
GSTO1	9446
RGS11	8786
BUD13	84811
DMP1	1758
CLSTN2	64084
PRKRA	8575
CENPP	401541
SLC39A14	23516
C14orf1	11161
SBDS	51119
ATM	472
NUP210	23225
CLEC6A	93978
SPDYE1	285955
SPDYE1	442590
TSTD1	100131187
OR56B1	387748
OR52N4	390072
TUFM	7284
IBSP	3381
GPR119	139760
OR52N5	390075
CLEC4D	338339
RBMX2	51634
PAX8	7849
CD74	972
ZNF259	8882
OR52N1	79473
MEPE	56955
AIMP2	7965
TTC28-AS1	284900
DBNL	28988
ARFGAP1	55738
CLCNKB	1188
OR52N2	390077
CXorf56	63932
OR52E6	390078
ARL6IP6	151188
C4orf46	201725
CYLC2	1539
ADAMTS17	170691
ACP2	53
C8orf4	56892
A4GNT	51146
CCDC112	153733
ZMAT4	79698
TSPAN10	83882
SLC17A1	6568
FXYD2	486
SMC2	10592
DBR1	51163
MICAL2	9645
GTPBP5	26164
MMEL1	79258
TMEM41A	90407
USF1	7391
OR52E8	390079
SFRP1	6422
OR52E4	390081
NHLRC1	378884
CYP21A2	1589
TPMT	7172
ETFDH	2110
IL31	386653
LIPH	200879
B3GNT4	79369
ANAPC1	64682
ANAPC1	730268
ANAPC1	100653327
GOLGA7	51125
REV1	51455
TRIM72	493829
PDE6G	5148
TRIM42	287015
OR56A3	390083
OGN	4969
TYW1	441250
TYW1	55253
TDRD9	122402
VPS11	
MAP3K1	4214
C17orf90	339229
GOLGA8H	
SLC7A14	57709
PPP3CC	5533
GINS4	84296
SLC35A4	113829
SLC25A36	55186
ENTPD4	9583
SDCCAG3	10807
CCDC137	339230
RPRM	56475
PTTG3P	26255
PCNX	22990
SNHG6	641638
SNHG6	641648
GALNT13	114805
PGC	5225
MAP1A	4130
PYDC1	260434
SLC25A37	51312
FAM74A3	
UBE2A	7319
FAM131C	348487
ARHGAP11B	89839
ARHGAP11B	100288637
CLEC4E	26253
IFT43	112752
DIABLO	56616
ITGAM	3684
EPHA2	1969
PPIP5K1	9677
SLCO1B3	28234
ATF6B	1388
ELP4	26610
TMCC1	23023
ARMC8	25852
OR52L1	338751
NKX3-1	4824
RPL22L1	200916
PPP1R2P9	80316
RFPL1-AS1	10740
OR56A4	120793
HRH3	11255
NKX2-6	137814
PLAU	5328
EIF2AK1	27102
STC1	6781
DFNB59	494513
PDZRN4	29951
SLC30A5	64924
ADAM28	10863
GPR107	57720
FAN1	22909
SENP2	59343
FKBPL	63943
FAM149B1	317662
STAG3L1	
SLC24A6	80024
SH2B1	25970
NUMB	8650
EIF5A2	56648
FXYD6	53826
OR56A1	120796
TMBIM6	7009
GSTO2	119391
SPP1	6696
OSBPL2	9885
ADAM21P1	145241
KCNJ3	3760
NPY	4852
OR56B4	196335
PPARG	5468
COL20A1	57642
SLC2A2	6514
CD14	929
FKBP7	51661
OR52B2	255725
TRH	7200
GSPT1	2935
NSUN5P1	
COL6A5	256076
C15orf50	414926
CAMKK2	10645
CBWD2	150472
CBWD2	55871
TTC34	100287898
ENOX2	10495
ULK4	54986
IK	3550
ARHGEF19	128272
OR52W1	120787
SLC17A3	10786
SORBS3	10174
C11orf42	160298
NR4A2	4929
MPP6	51678
AICDA	57379
NOP10	55505
C15orf55	256646
TPTE	7179
AGPAT6	137964
KIAA1430	57587
PLEKHA3	65977
BAG3	9531
LPCAT4	254531
OR4N3P	390539
CRAT	1384
C14orf55	317760
KDM1B	221656
ACSM1	116285
FAM160A2	84067
PPA2	27068
AFF3	3899
NKX6-3	157848
ACTRT2	140625
ZNF658B	401509
GXYLT1	283464
SPSB4	92369
OMD	4958
RPS14	6208
ADAMDEC1	27299
FRS3	10817
SDC4P	376844
PRDM16	63976
CERS3	204219
TMPRSS13	84000
GOLGA8DP	
MORC2-AS1	150291
RN7SL1	378706
RN7SL1	6029
PAX6	5080
MTMR10	54893
AUTS2	26053
TTN	7273
INPP5F	22876
KIF6	221458
GOLGA8A	23015
PLBD2	196463
ASPN	54829
C10orf55	414236
PMS2P3	5387
NKRF	55922
TNIK	23043
ZCCHC10	54819
ESYT2	57488
USP14	9097
VCL	7414
TUG1	55000
PELO	53918
CHRNA4	1137
ACPL2	92370
FEM1C	56929
NR1H3	10062
THOC1	9984
ITGA2	3673
EMX2	2018
PPID	5481
HDAC11	79885
ADRM1	11047
OPN4	94233
YAF2	10138
CAV3	859
COLEC12	81035
KCNQ2	3785
C5orf56	
POTED	317754
POTED	339010
POTED	388468
TGFB3	7043
MIER3	166968
CETN1	1068
TICAM2	353376
TICAM2	100302736
CLUL1	27098
VPS33A	65082
SNX25	83891
LIPI	149998
ITPRIP	85450
C18orf56	494514
AP1B1P1	23782
TYMS	7298
OXTR	5021
TMEM120A	
DNAJC9	23234
PMPCA	23203
SLC17A2	10246
RAB11FIP2	22841
TRPM1	4308
LDB3	11155
TMED7-TICAM2	100302736
DEK	7913
ITGAX	3687
ADAM7	8756
SLCO1B7	338821
ST6GALNAC4	27090
HPGDS	27306
RBM11	54033
C16orf88	400506
PRICKLE4	100188893
PRICKLE4	29964
TRIM71	131405
ENOSF1	55556
FAM204A	63877
GOLGA8B	440270
GOLGA8B	100508892
GOLGA8B	23015
ECM2	1842
ZIC1	7545
CCR4	1233
CLIP1	6249
CCDC147	159686
ARHGDIG	398
NDST1	3340
DFNA5	1687
GLB1	2720
MRPS16	100652993
MRPS16	100653136
MRPS16	51021
TPSG1	25823
LAMA5	3911
GPD2	2820
SEPT6	23157
AGTR1	185
FNIP2	57600
SDS	10993
C14orf118	55668
LINS	55180
IRF1	3659
C11orf65	160140
TLR3	7098
TRAK1	22906
TMED7	100302736
TMED7	51014
NEFM	4741
RAD18	56852
COL6A6	131873
DOCK5	80005
SLCO1B1	10599
RSG1	79363
RNF5P1	286140
IQCK	124152
ANXA2P1	
C10orf103	
ST14	6768
ARHGAP36	158763
IPPK	64768
PDLIM2	64236
ATP2A1	487
MCMBP	79892
IGF2BP2	10644
SYNPO	11346
PDLIM5	10611
MFAP5	8076
FAM95B1	100653237
SDSL	113675
TPSB2	64499
TTC18	118491
NCKAP5L	57701
HSPA13	6782
ARHGEF16	27237
THUMPD1	55623
NR2E3	
YES1	7525
KDELC2	143888
HSPA4	3308
SAMSN1	64092
LRP2BP	55805
EEF1A2	1917
FBXO42	54455
ADAM5P	255926
LHX5	64211
ADCYAP1	116
CNGA4	1262
TCTN2	79867
IL17A	3605
LINC00470	
GJD2	57369
LONRF2	164832
ACTC1	70
MEGF6	1953
CDO1	1036
TRIM38	10475
IL5	3567
NCS1	23413
RNF144B	255488
METTL4	64863
IL17F	112744
CCNB1	891
WBSCR17	64409
TOMM6	100188893
C1orf144	26099
SIPA1L1	26037
AQR	9716
WHAMMP3	339005
RBM19	9904
PPP2R4	5524
MCM3	4172
FAM149A	25854
USP42	84132
HIST1H1A	3024
HIST1H3A	8968
HIST1H3A	8358
HIST1H3A	8357
HIST1H3A	8356
HIST1H3A	8355
HIST1H3A	8354
HIST1H3A	8353
HIST1H3A	8352
HIST1H3A	8351
HIST1H3A	8350
CPB1	1360
HIST1H4A	121504
HIST1H4A	554313
HIST1H4A	8370
HIST1H4A	8368
HIST1H4A	8367
HIST1H4A	8366
HIST1H4A	8365
HIST1H4A	8364
HIST1H4A	8363
HIST1H4A	8362
HIST1H4A	8361
HIST1H4A	8360
HIST1H4A	8359
HIST1H4A	8294
NRIP1	8204
ITGAD	3681
TPSAB1	7177
HERC2P2	
ZBTB44	29068
NDC80	10403
SPATA21	374955
PPDPF	79144
PIK3R4	30849
PDIA2	64714
PTK6	5753
ID4	3400
MYOZ3	91977
ASPG	374569
ATP6V0A2	23545
ASB7	140460
IGSF1	3547
C3orf65	
USP25	29761
GALNT5	11227
PPHLN1	51535
IL10RA	3587
MBOAT1	154141
HIST1H4B	121504
HIST1H4B	554313
HIST1H4B	8370
HIST1H4B	8368
HIST1H4B	8367
HIST1H4B	8366
HIST1H4B	8365
HIST1H4B	8364
HIST1H4B	8363
HIST1H4B	8362
HIST1H4B	8361
HIST1H4B	8360
HIST1H4B	8359
HIST1H4B	8294
TRA2B	6434
BCDIN3D	144233
GNRH1	2796
USP49	25862
HIST1H3B	8968
HIST1H3B	8358
HIST1H3B	8357
HIST1H3B	8356
HIST1H3B	8355
HIST1H3B	8354
HIST1H3B	8353
HIST1H3B	8352
HIST1H3B	8351
HIST1H3B	8350
WDR60	55112
SORCS3	22986
HIST1H2AB	8335
HIST1H2AB	3012
AP3M1	26985
KCTD9	54793
FAIM2	23017
TRPC5	7224
C14orf169	
CPA3	1359
ERI2	112479
ADAM3A	1587
ERMN	57471
AQP7P3	
ZBTB38	253461
HIST1H2BB	3018
GYG1	2992
SMCHD1	23347
CALN1	83698
GPBP1	65056
ZNF770	54989
EXPH5	23086
CCKBR	887
ATPBD4	89978
BMPR1A	657
BICD2	23299
TPRG1L	127262
NECAP2	55707
HMCN2	100289200
RBM22	55696
MOCS2	4338
ADAMTS8	11095
TNFRSF17	608
SRMS	6725
CHST10	9486
DNAH10	196385
C4orf45	152940
ESRRB	2103
DAAM2	23500
COX6A2	1339
HIST1H3C	8968
HIST1H3C	8358
HIST1H3C	8357
HIST1H3C	8356
HIST1H3C	8355
HIST1H3C	8354
HIST1H3C	8353
HIST1H3C	8352
HIST1H3C	8351
HIST1H3C	8350
WRAP73	49856
HERC2P7	
SLCO1A2	6579
RAPGEF2	9693
ALDH1A3	220
HIST1H1C	3006
EMILIN2	84034
FOXD4L1	200350
ZNF843	283933
CDCA2	157313
GOLGA8E	390535
GOLGA8E	100132979
DDX10	1662
CCK	885
RABL2A	11159
C21orf37	
OR13F1	138805
CXADR	1525
FAM110C	642273
TPSD1	23430
ZCCHC16	340595
RERGL	79785
LHFPL1	340596
APOA5	116519
OR8G1	
OR8G5	
OR13C4	138804
ZNF484	83744
HFE	3077
ARMC5	79798
ADAMTS15	170689
C15orf41	84529
ATG12	9140
CENPH	64946
ANKRD37	353322
ETV5	2119
APOA4	337
E2F3	1871
LPIN2	9663
CYP27C1	339761
VIPR2	7434
C11orf44	
MYOM1	8736
APOC3	345
TMPRSS4	56649
TSEN2	80746
OR13C3	138803
AQP2	359
AMOT	154796
KCP	
CYTIP	9595
OR13C8	138802
POM121	9883
C20orf195	79025
APOA1	335
TBX5	6910
EBF2	64641
PKD2	5311
OR13C5	138799
OR13C2	392376
BTG3	10950
SH3YL1	26751
SNX19	399979
UBE2I	7329
ERCC3	2071
PRLHR	2834
SIK3	23387
ANXA7	310
RAD50	10111
DTX2	
ATP2C1	27032
ADK	132
RASA2	5922
MST1P9	
MEIS2	4212
HMBS	3145
HEATR4	399671
MYL12A	10627
FGD3	89846
OR13C9	286362
SNX29	92017
AQP5	362
CROCC	9696
VASH1	22846
AXIN1	8312
LYZL4	131375
C21orf91	54149
SLC35F5	80255
C10orf46	143384
OR13D1	286365
MERTK	10461
NIPSNAP3A	25934
PIP5KL1	138429
MYL12B	103910
MADD	8567
CDKAL1	54901
MMRN2	79812
TGIF1	7050
PIK3C2G	5288
IP6K3	117283
MRPS36	92259
ZCCHC8	55596
LRRK1	79705
NIPSNAP3B	55335
PRKCDBP	112464
HLTF	6596
ACOT1	641371
DGKG	1608
PPP2R2A	5520
LEMD2	221496
SNCG	6623
GPRC5B	51704
SEPHS1P1	
C9orf102	375748
TMEM87B	84910
SPDYE8P	389517
CHODL	140578
CTR9	9646
RNF7	9616
CCT6P3	643180
CDK7	1022
SORCS1	114815
GMEB2	26205
NME9	347736
UFSP2	55325
RPL39	100652821
RPL39	6170
SCN4B	6330
STMN3	50861
KIRREL3-AS3	283165
PWRN2	791115
FST	10468
MAP3K2	10746
BNIP3L	665
KAT6B	23522
RSRC2	65117
MFAP2	4237
NUPL2	11097
CXXC1P1	392459
HTR2C	3358
ANAPC5	51433
AQP6	363
ANGEL1	23357
SRGAP3	9901
TPI1P2	286016
TMPRSS15	5651
LINC00167	440072
DCTN4	51164
CCDC92	80212
ABCG2	9429
HLA-DRA	3122
ACOT2	10965
CRYGS	1427
ABCA1	19
MOCS1	4337
ATP13A2	23400
MRPL28	10573
DLGAP1	9229
INPP5E	56623
NMS	129521
PROC	5624
SMPD1	6609
PDCL3	79031
VIPR1	7433
ACTR3	10096
INTS4L1	285905
NDUFA2	4695
SOX4	6659
TBX3	6926
FBLN7	129804
UPF3B	65109
PNMA2	10687
KIF26A	26153
NCAM2	4685
SEC16A	9919
RGS6	9628
DPYSL2	1808
NPAS2	4862
GRK7	131890
CPPED1	55313
EIF4G2	1982
PAFAH1B2	5049
CCDC141	285025
ATP1B3	483
DPM2	8818
BMPR1B	658
OR13H1	347468
ZNF664	144348
C10orf116	10974
HLA-DRB1	100507709
HLA-DRB1	100507714
HLA-DRB1	3123
MRAS	22808
AP3S1	1176
TBCCD1	55171
TMCO5A	145942
RACGAP1	29127
HLA-DQB1	100293977
HLA-DQB1	3119
SCN2B	6327
RPL13AP17	399670
MRPL39	54148
IL13RA2	3598
PWRN1	791114
CYTH3	9265
INTS4L2	
SPRED1	161742
AMICA1	120425
HPS3	84343
RDX	5962
FAM25A	643161
FAM25A	644054
FAM25A	100132929
FAM25A	100133093
ZC3H8	84524
DNAJB11	51726
RTEL1	
NDUFS4	4724
ACOT4	122970
PRKACB	5567
ARHGEF38	54848
CCT6P1	
ACOT6	641372
C18orf42	642597
ACTBL2	345651
ZFP161	7541
PLK2	10769
SEC23IP	11196
FAM98B	283742
SIDT2	51092
RIMKLB	57494
PRL	5617
SESTD1	91404
ADRA1A	148
EPB41L3	23136
TRIM74	378108
SUSD3	203328
IWS1	55677
C14orf180	400258
TGFB1I1	7041
GLUD1	2746
AHSG	197
MED20	9477
SHISA9	729993
ARL15	54622
MED13L	23389
RASGRP1	10125
ZNF806	
DNAL1	83544
FAM83G	644815
LRCH2	57631
FSTL5	56884
OSBPL3	26031
FETUB	26998
GRAP	10750
ESYT3	83850
H2AFX	3014
JAM2	58494
FAM101A	144347
FAM101A	100533183
C9orf89	84270
TMEM179	388021
C14orf166B	145497
STAG3L3	
ZNF385B	151126
DPAGT1	1798
APBB1	322
PPP3CB	5532
ZC3H6	376940
NOD1	10392
TNFRSF6B	8771
INTS12	57117
NSUN5	55695
LINC00174	285908
RPL31	6160
RGPD8	727851
TMEM200C	645369
USP31	57478
UNC5C	8633
L3MBTL4	91133
NANOS1	340719
MICALCL	84953
